joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,total_frames,raw_sign_flip_count,corrected_sign_flip_count,min_raw_consecutive_dot,min_corrected_consecutive_dot,post_correction_valid,correction_applied
J027,671:LShoulder,671:LUArm,LShoulder,LUArm,30604,0,0,0.9831277841099969,0.9831277841099969,True,False
J028,671:Chest,671:Neck,Chest,Neck,30604,0,0,0.9992490499008639,0.9992490499008639,True,False
J029,671:RUArm,671:RFArm,RUArm,RFArm,30604,0,0,0.9660764105582464,0.9660764105582464,True,False
J030,671:RShin,671:RFoot,RShin,RFoot,30604,0,0,0.9945588995385166,0.9945588995385166,True,False
J031,671:RFArm,671:RHand,RFArm,RHand,30604,0,0,0.9740046878679773,0.9740046878679773,True,False
J032,671:RHand,671:RIndex1,RHand,RIndex1,30604,0,0,0.9659729080724312,0.9659729080724312,True,False
J033,671:RIndex1,671:RIndex2,RIndex1,RIndex2,30604,0,0,0.9929055609410854,0.9929055609410854,True,False
J034,671:RIndex2,671:RIndex3,RIndex2,RIndex3,30604,0,0,0.998767071050597,0.998767071050597,True,False
J035,671:RHand,671:RMiddle1,RHand,RMiddle1,30604,0,0,0.9801824097325716,0.9801824097325716,True,False
J036,671:RMiddle1,671:RMiddle2,RMiddle1,RMiddle2,30604,0,0,0.9869875035761811,0.9869875035761811,True,False
J037,671:RMiddle2,671:RMiddle3,RMiddle2,RMiddle3,30604,0,0,0.9977368489086552,0.9977368489086552,True,False
J038,671:RHand,671:RPinky1,RHand,RPinky1,30604,0,0,0.9782415482567164,0.9782415482567164,True,False
J039,671:RPinky1,671:RPinky2,RPinky1,RPinky2,30604,0,0,0.9699274198643133,0.9699274198643133,True,False
J040,671:RPinky2,671:RPinky3,RPinky2,RPinky3,30604,0,0,0.9947571901669988,0.9947571901669988,True,False
J041,671:RHand,671:RRing1,RHand,RRing1,30604,0,0,0.9842456351916133,0.9842456351916133,True,False
J042,671:RRing1,671:RRing2,RRing1,RRing2,30604,0,0,0.9793541789387183,0.9793541789387183,True,False
J043,671:RRing2,671:RRing3,RRing2,RRing3,30604,0,0,0.9964054410631381,0.9964054410631381,True,False
J044,671:RThigh,671:RShin,RThigh,RShin,30604,0,0,0.9979621633472702,0.9979621633472702,True,False
J045,671:Chest,671:RShoulder,Chest,RShoulder,30604,0,0,0.9971442055022741,0.9971442055022741,True,False
J046,671:671,671:RThigh,671,RThigh,30604,0,0,0.9993717851521666,0.9993717851521666,True,False
J047,671:RHand,671:RThumb1,RHand,RThumb1,30604,0,0,0.9864194829604221,0.9864194829604221,True,False
J048,671:RThumb1,671:RThumb2,RThumb1,RThumb2,30604,0,0,0.9874480433036553,0.9874480433036553,True,False
J049,671:RThumb2,671:RThumb3,RThumb2,RThumb3,30604,0,0,0.9874477446878335,0.9874477446878335,True,False
J050,671:RFoot,671:RToe,RFoot,RToe,30604,0,0,0.9995412359762903,0.9995412359762903,True,False
J051,671:RShoulder,671:RUArm,RShoulder,RUArm,30604,0,0,0.9967711088158634,0.9967711088158634,True,False
