session_id,run_label,skeleton_template,link_id,parent_canonical,child_canonical,feature_scope,included_in_v0,requires_manual_review,stage08_policy,stage08_output_scope,n_total_frames,n_native_finite_frames,n_analysis_eligible_frames,n_analysis_nan_frames,n_jump_context_frames,n_stage07_jump_frames,n_stage07_warning_frames,n_stage07_fail_frames,n_layer2_masked_frames,percent_analysis_eligible,recommended_segmentation_default,short_explanation
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J014,LHand,LPinky1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,0,30604,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J015,LPinky1,LPinky2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,0,30604,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J016,LPinky2,LPinky3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J017,LHand,LRing1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,0,30604,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J018,LRing1,LRing2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,0,30604,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J019,LRing2,LRing3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J020,LThigh,LShin,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J021,Chest,LShoulder,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J022,671,LThigh,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J023,LHand,LThumb1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J024,LThumb1,LThumb2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J025,LThumb2,LThumb3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J026,LFoot,LToe,excluded_toe,False,True,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J027,LShoulder,LUArm,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J028,Chest,Neck,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J029,RUArm,RFArm,core_candidate,True,False,allow_filter_with_warning,analysis_clean_core,30604,30604,30543,61,61,1,30604,0,61,99.8007,include_with_caution,Core candidate with mostly analysis-eligible frames; jump-context masking present; Stage 07 warning frames present.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J030,RShin,RFoot,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J031,RFArm,RHand,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J032,RHand,RIndex1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,61,1,30604,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J033,RIndex1,RIndex2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J034,RIndex2,RIndex3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J035,RHand,RMiddle1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J036,RMiddle1,RMiddle2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J037,RMiddle2,RMiddle3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J038,RHand,RPinky1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J039,RPinky1,RPinky2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J040,RPinky2,RPinky3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J041,RHand,RRing1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J042,RRing1,RRing2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J043,RRing2,RRing3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J044,RThigh,RShin,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J045,Chest,RShoulder,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J046,671,RThigh,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J047,RHand,RThumb1,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J048,RThumb1,RThumb2,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J049,RThumb2,RThumb3,excluded_distal,False,False,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J050,RFoot,RToe,excluded_toe,False,True,excluded_from_analysis,excluded_from_analysis,30604,30604,0,30604,0,0,0,0,30604,0.0,excluded_by_policy,Distal/toe or policy-excluded link; retained for traceability only.
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J051,RShoulder,RUArm,core_candidate,True,False,allow_filter,analysis_clean_core,30604,30604,30604,0,0,0,0,0,0,100.0,candidate_include,Core candidate with high analysis eligibility and no jump-context masking.
