source_layer,qc_type,severity,reason,joint_family,mapping_source,mapping_confidence,template_mapping_status,feature_scope,n_events
layer1,marker_gap_0p2,caution,GAP_GE_0P2;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,19
layer1,marker_gap_0p2,exclude,GAP_GE_0P5;GAP_GE_0P2,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,82
layer1,marker_gap_0p2,exclude,GAP_GE_0P5;GAP_GE_0P2;ARTIFACT_SIGMA,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,1
layer1,marker_gap_0p5,exclude,GAP_GE_0P5,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,122
layer1,marker_gap_0p5,exclude,GAP_GE_0P5;ARTIFACT_SIGMA,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,3
layer1,marker_gap_0p5,exclude,GAP_GE_0P5;GAP_GE_0P2,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,82
layer1,marker_gap_0p5,exclude,GAP_GE_0P5;GAP_GE_0P2;ARTIFACT_SIGMA,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,1
layer1,segment_length_violation,moderate,segment_length_violation,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,1
layer1,segment_swap,caution,GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,2
layer1,segment_swap,caution,GAP_GE_0P2;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,20
layer1,velocity_mad,minor,velocity_mad,trunk_chest,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,3
layer1,velocity_mad,moderate,velocity_mad,left_shoulder_arm,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,2
layer1,velocity_mad,moderate,velocity_mad,right_shoulder_arm,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,1
layer1,velocity_mad,moderate,velocity_mad,trunk_chest,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,2
layer1,velocity_mad,severe,velocity_mad,left_elbow_forearm,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,3
layer1,velocity_mad,severe,velocity_mad,right_shoulder_arm,marker_name_heuristic,medium,missing_datadescriptions_fallback_to_heuristic,,1
layer2,link_usability,info,manual_review_required,unknown,not_applicable,n/a,not_applicable,review_provisional,1001
layer2,link_usability,info,manual_review_required,trunk_chest,not_applicable,n/a,not_applicable,review_provisional,1001
layer2,link_usability,info,allow_filter,head_neck,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter_with_warning,left_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,left_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,block_filter,left_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,allow_filter,left_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,1001
layer2,link_usability,info,allow_filter,left_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,trunk_chest,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter_with_warning,right_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,right_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,right_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,allow_filter,right_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,1001
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,1001
layer2,link_usability,info,allow_filter,right_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,1001
