session_id,run_label,template_name,link_id,parent_canonical,child_canonical,feature_scope,stage04_parent_qc_status,stage04_child_qc_status,stage05_parent_sign_status,stage05_child_sign_status,stage06_reconstruction_status,stage06_max_reconstruction_error_deg,stage06_relative_sign_status,stage07_branch_cut_status,stage07_max_rotvec_norm,stage07_jump_status,stage07_max_jump_rad,stage08_policy,notes
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J016,LPinky2,LPinky3,excluded_distal,pass,pass,pass,pass,pass,3.120171931029154e-14,pass,pass,0.8500023781031498,warning,0.7479168347273094,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J017,LHand,LRing1,excluded_distal,pass,pass,pass,pass,pass,3.0562287270237515e-14,pass,pass,1.7767474606528608,fail,1.6236927179241056,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J018,LRing1,LRing2,excluded_distal,pass,pass,pass,pass,pass,3.1302814329061343e-14,pass,pass,2.040002480109215,fail,1.886962856870644,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J019,LRing2,LRing3,excluded_distal,pass,pass,pass,pass,pass,2.873791889892969e-14,pass,pass,0.8500024692007339,warning,0.7862358141120445,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J020,LThigh,LShin,core_candidate,pass,pass,pass,pass,pass,2.5712440179202488e-14,pass,pass,2.224320932032783,pass,0.18253535287670095,allow_filter,shin core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J021,Chest,LShoulder,core_candidate,pass,pass,pass,pass,pass,2.3065821691743896e-14,pass,pass,0.6727611624139735,pass,0.16472102817145734,allow_filter,shoulder core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J022,671,LThigh,core_candidate,pass,pass,pass,pass,pass,2.0932495857306593e-14,pass,pass,1.6459816286158164,pass,0.0587502095508008,allow_filter,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J023,LHand,LThumb1,excluded_distal,pass,pass,pass,pass,pass,3.0123049606883684e-14,pass,pass,1.4395050279666082,warning,0.8230321527416935,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J024,LThumb1,LThumb2,excluded_distal,pass,pass,pass,pass,pass,2.9388550246747396e-14,pass,pass,1.2035761728356111,warning,0.6308737852019497,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J025,LThumb2,LThumb3,excluded_distal,pass,pass,pass,pass,pass,2.6826739864865032e-14,pass,pass,0.5927121380932969,warning,0.6308744138888771,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J026,LFoot,LToe,excluded_toe,pass,pass,pass,pass,pass,2.195474279853124e-14,pass,pass,0.2670339900962974,pass,0.04800596667845441,excluded_from_analysis,toe link excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J027,LShoulder,LUArm,core_candidate,pass,pass,pass,pass,pass,3.2328835989495264e-14,pass,pass,1.685577929680617,pass,0.3830129447456484,allow_filter,upper arm core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J028,Chest,Neck,core_candidate,pass,pass,pass,pass,pass,2.3335210334195728e-14,pass,pass,0.7819640787194381,pass,0.07775115095201438,allow_filter,head/neck core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J029,RUArm,RFArm,core_candidate,pass,pass,pass,pass,pass,3.379735010581317e-14,pass,pass,2.4388945829736564,warning,0.5553326509046814,allow_filter_with_warning,forearm core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J030,RShin,RFoot,core_candidate,pass,pass,pass,pass,pass,2.4115305076435114e-14,pass,pass,1.3668829136881024,pass,0.2171674574893495,allow_filter,foot core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J031,RFArm,RHand,core_candidate,pass,pass,pass,pass,pass,3.108342619689931e-14,pass,pass,1.7075643766808415,pass,0.46269491046952776,allow_filter,hand core candidate (provisional V0)
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J032,RHand,RIndex1,excluded_distal,pass,pass,pass,pass,pass,3.113582514300555e-14,pass,pass,1.052890795222576,warning,0.5240989030641023,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J033,RIndex1,RIndex2,excluded_distal,pass,pass,pass,pass,pass,3.137708287390749e-14,pass,pass,1.0614267746824677,pass,0.23837522481888043,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J034,RIndex2,RIndex3,excluded_distal,pass,pass,pass,pass,pass,3.096729431607543e-14,pass,pass,0.44226272051230187,pass,0.0993250173937085,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J035,RHand,RMiddle1,excluded_distal,pass,pass,pass,pass,pass,2.921591789876523e-14,pass,pass,1.1569877056712585,pass,0.399066063442601,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J036,RMiddle1,RMiddle2,excluded_distal,pass,pass,pass,pass,pass,2.975592429338705e-14,pass,pass,1.3359102121109838,pass,0.322996168466114,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J037,RMiddle2,RMiddle3,excluded_distal,pass,pass,pass,pass,pass,2.7173630562410262e-14,pass,pass,0.5566301352844099,pass,0.13458098674159752,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J038,RHand,RPinky1,excluded_distal,pass,pass,pass,pass,pass,3.0874531645957613e-14,pass,pass,1.676309556895219,pass,0.4185483999375354,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J039,RPinky1,RPinky2,excluded_distal,pass,pass,pass,pass,pass,3.3809501829303385e-14,pass,pass,2.010908603217126,pass,0.4917277893787661,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J040,RPinky2,RPinky3,excluded_distal,pass,pass,pass,pass,pass,2.863185594459137e-14,pass,pass,0.8378788848831104,pass,0.204888211949874,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J041,RHand,RRing1,excluded_distal,pass,pass,pass,pass,pass,2.6058402787618596e-14,pass,pass,1.3909670887831211,pass,0.3556133780760554,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J042,RRing1,RRing2,excluded_distal,pass,pass,pass,pass,pass,3.0959285214401764e-14,pass,pass,1.6549114728167138,pass,0.40710938534144836,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J043,RRing2,RRing3,excluded_distal,pass,pass,pass,pass,pass,3.0676512126551987e-14,pass,pass,0.6895458908890951,pass,0.16962816933801336,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J044,RThigh,RShin,core_candidate,pass,pass,pass,pass,pass,2.6853477132647743e-14,pass,pass,2.2476467345729962,pass,0.12770369325317782,allow_filter,shin core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J045,Chest,RShoulder,core_candidate,pass,pass,pass,pass,pass,2.9533507978294e-14,pass,pass,0.6856140047552194,pass,0.15183313911408264,allow_filter,shoulder core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J046,671,RThigh,core_candidate,pass,pass,pass,pass,pass,2.3434667868328033e-14,pass,pass,1.7600783263470297,pass,0.07566950690197548,allow_filter,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J047,RHand,RThumb1,excluded_distal,pass,pass,pass,pass,pass,3.457932460144153e-14,pass,pass,1.439661598637382,pass,0.34364375953214393,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J048,RThumb1,RThumb2,excluded_distal,pass,pass,pass,pass,pass,2.909566316264165e-14,pass,pass,0.8994321993830031,pass,0.3172166899500332,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J049,RThumb2,RThumb3,excluded_distal,pass,pass,pass,pass,pass,2.9987282020852084e-14,pass,pass,0.5000024073907486,pass,0.3172204712108394,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J050,RFoot,RToe,excluded_toe,pass,pass,pass,pass,pass,2.195088402362399e-14,pass,pass,0.49461330285266636,pass,0.06058376715963968,excluded_from_analysis,toe link excluded from likely V0 analysis set
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J051,RShoulder,RUArm,core_candidate,pass,pass,pass,pass,pass,3.1599833860404945e-14,pass,pass,1.876905095329241,pass,0.1636943960045926,allow_filter,upper arm core candidate
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,Core + Passive Fingers (54),J001,Root,671,skipped,missing,pass,missing,pass,missing,,missing,skipped,,skipped,,excluded_from_analysis,parent is Root anchor (no global quaternion expected)
